PDB code 1,VDWAALS 1,EEL 1,EGB 1,ESURF 1,GGAS 1,GSOLV 1,TOTAL 1,PDB code 2,VDWAALS 2,EEL 2,EGB 2,ESURF 2,GGAS 2,GSOLV 2,TOTAL 2
5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,5ytv,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84
5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1rkj,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,4him,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1u63,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,2kh9,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1wwe,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1osb,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5yts,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5wzk,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1je8,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,4hik,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5ytx,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5wzg,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,2l41,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5wzj,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,4hj8,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5wwg,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1wwd,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1omh,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1u6p,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,4pdb,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,2mkk,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5z6z,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1s03,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1wwg,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,2b6g,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1exd,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1il2,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,2lec,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5wwe,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1wwf,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,2mki,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,5ytv,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84
3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,1rkj,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,4him,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1u63,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,2kh9,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1wwe,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1osb,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5yts,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5wzk,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1je8,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,4hik,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5ytx,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5wzg,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,2l41,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5wzj,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,4hj8,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5wwg,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1wwd,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1omh,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1u6p,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,4pdb,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,2mkk,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5z6z,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1s03,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1wwg,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,2b6g,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1exd,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1il2,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,2lec,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5wwe,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1wwf,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,2mki,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,5ytv,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84
3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1rkj,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,4him,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1u63,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,2kh9,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1wwe,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1osb,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5yts,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5wzk,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1je8,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,4hik,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5ytx,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5wzg,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,2l41,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5wzj,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,4hj8,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5wwg,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1wwd,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1omh,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1u6p,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,4pdb,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,2mkk,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5z6z,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1s03,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1wwg,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,2b6g,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1exd,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1il2,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,2lec,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5wwe,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1wwf,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,2mki,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,5ytv,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84
2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1rkj,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,4him,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1u63,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,2kh9,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1wwe,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1osb,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5yts,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5wzk,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1je8,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,4hik,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5ytx,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5wzg,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,2l41,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5wzj,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,4hj8,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5wwg,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1wwd,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1omh,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1u6p,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,4pdb,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,2mkk,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5z6z,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1s03,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1wwg,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,2b6g,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1exd,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1il2,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,2lec,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5wwe,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1wwf,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,2mki,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,5ytv,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84
4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1rkj,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96
2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,4him,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43
2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1u63,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19
2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,2kh9,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51
2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1wwe,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4
2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1osb,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11
